UserID,Age,PreferredGenre,WatchHours,LoginPerWeek,CompletionRate
201,48,Kids,22,3,66
202,41,Romance,41,5,50
203,54,Comedy,37,2,63
204,57,Action,19,1,73
205,47,Comedy,110,2,87
206,19,Sci-Fi,29,3,75
207,32,Action,84,5,71
208,45,Comedy,72,3,54
209,42,Kids,55,2,79
210,55,Drama,97,1,46
211,60,Drama,51,6,98
212,46,Drama,31,1,100
213,55,Horror,81,7,98
214,25,Kids,18,3,64
215,33,Kids,70,1,78
216,22,Documentary,89,5,73
217,32,Action,119,1,86
218,20,Documentary,83,3,88
219,52,Horror,73,4,89
220,34,Sci-Fi,44,2,57
221,18,Kids,109,6,62
222,55,Sci-Fi,100,4,91
223,22,Romance,58,5,92
224,18,Horror,101,5,45
225,22,Action,29,5,63
226,26,Sci-Fi,7,4,95
227,54,Drama,14,1,43
228,33,Horror,59,4,68
229,51,Kids,9,2,44
230,23,Comedy,27,6,81
231,22,Comedy,98,5,51
232,40,Documentary,13,6,41
233,28,Sci-Fi,25,3,50
234,19,Sci-Fi,65,3,68
235,45,Horror,97,4,68
236,20,Drama,36,7,60
237,35,Action,107,6,68
238,20,Kids,101,4,68
239,53,Comedy,39,5,52
240,53,Horror,104,3,74
241,51,Kids,11,7,60
242,47,Sci-Fi,119,2,43
243,18,Documentary,93,6,59
244,19,Horror,46,4,59
245,52,Romance,7,7,50
246,56,Action,22,6,91
247,49,Comedy,84,3,74
248,40,Documentary,35,2,99
249,37,Comedy,52,7,66
250,50,Horror,55,5,69
251,32,Action,19,3,52
252,46,Action,41,4,51
253,39,Comedy,85,2,59
254,23,Romance,43,4,90
255,23,Drama,94,6,73
256,25,Kids,18,7,90
257,33,Sci-Fi,21,2,54
258,22,Kids,96,4,95
259,57,Comedy,25,1,88
260,25,Kids,53,7,95
261,24,Kids,39,2,41
262,41,Horror,99,5,96
263,39,Drama,78,3,84
264,24,Action,34,2,64
265,28,Action,29,1,49
266,23,Sci-Fi,46,7,78
267,43,Romance,28,5,70
268,21,Documentary,96,5,79
269,39,Horror,90,6,82
270,18,Documentary,26,6,86
271,56,Drama,34,2,78
272,22,Sci-Fi,110,4,50
273,51,Action,57,2,73
274,37,Documentary,27,1,71
275,51,Documentary,64,2,42
276,42,Romance,87,4,96
277,33,Comedy,112,6,100
278,39,Romance,45,3,50
279,20,Drama,29,1,50
280,55,Comedy,51,2,84
281,51,Kids,53,4,70
282,56,Action,69,5,75
283,55,Kids,114,2,53
284,28,Horror,9,1,62
285,48,Drama,101,4,50
286,52,Sci-Fi,20,5,86
287,51,Kids,20,3,42
288,21,Comedy,52,2,52
289,29,Sci-Fi,85,4,82
290,24,Horror,74,2,96
291,41,Action,67,2,87
292,43,Documentary,105,1,91
293,26,Documentary,86,5,40
294,56,Horror,54,7,83
295,23,Horror,14,6,82
296,47,Romance,85,2,74
297,44,Kids,5,6,82
298,25,Drama,41,1,88
299,23,Horror,31,6,44
300,42,Documentary,29,1,46
301,52,Romance,18,4,76
302,24,Comedy,27,2,77
303,29,Sci-Fi,23,7,84
304,47,Drama,58,7,97
305,25,Sci-Fi,9,7,65
306,35,Action,98,6,47
307,34,Action,22,4,52
308,42,Drama,15,2,68
309,60,Romance,37,1,79
310,29,Action,62,3,46
311,31,Horror,97,1,74
312,50,Romance,75,3,75
313,39,Action,13,1,100
314,18,Sci-Fi,85,6,70
315,29,Comedy,52,3,42
316,28,Documentary,50,7,48
317,28,Comedy,63,2,99
318,29,Drama,50,4,73
319,40,Documentary,12,5,47
320,48,Kids,99,7,54
321,35,Documentary,88,3,53
322,19,Action,46,5,42
323,45,Kids,24,1,100
324,42,Documentary,48,2,74
325,28,Action,118,2,43
326,25,Horror,70,7,64
327,55,Documentary,98,2,90
328,56,Horror,85,6,60
329,26,Action,38,2,85
330,34,Drama,88,2,52
331,34,Horror,20,3,69
332,50,Horror,25,2,49
333,55,Romance,115,2,55
334,54,Comedy,86,4,100
335,31,Romance,111,4,59
336,57,Horror,83,1,58
337,20,Kids,10,7,46
338,31,Horror,29,6,76
339,55,Horror,39,2,82
340,58,Romance,13,5,86
341,28,Comedy,21,7,41
342,33,Documentary,34,2,80
343,56,Sci-Fi,82,1,74
344,38,Sci-Fi,14,3,42
345,23,Documentary,28,2,56
346,18,Romance,95,1,79
347,24,Sci-Fi,53,7,89
348,27,Documentary,105,6,49
349,36,Sci-Fi,79,1,68
350,31,Action,53,3,85
351,42,Action,6,3,58
352,54,Comedy,14,6,63
353,52,Action,24,4,81
354,23,Comedy,54,1,99
355,26,Drama,8,4,63
356,47,Kids,106,2,96
357,38,Romance,99,3,46
358,36,Drama,82,1,51
359,23,Kids,17,1,100
360,46,Kids,53,3,73
361,51,Horror,20,2,57
362,21,Comedy,117,6,68
363,42,Drama,109,3,47
364,35,Action,82,6,76
365,22,Documentary,115,5,62
366,40,Horror,13,4,52
367,43,Action,112,4,81
368,54,Documentary,22,5,41
369,59,Kids,93,6,73
370,33,Comedy,61,7,59
371,42,Sci-Fi,55,6,63
372,18,Romance,20,6,46
373,60,Drama,58,2,92
374,44,Romance,9,7,63
375,43,Sci-Fi,119,5,89
376,51,Action,47,5,97
377,45,Comedy,99,6,49
378,43,Action,22,5,68
379,18,Drama,114,6,59
380,28,Sci-Fi,39,2,62
381,57,Action,72,2,63
382,27,Documentary,12,5,41
383,32,Action,92,4,55
384,40,Sci-Fi,116,3,51
385,43,Comedy,40,1,46
386,28,Comedy,24,6,79
387,54,Drama,69,5,69
388,41,Kids,118,3,50
389,50,Romance,112,5,57
390,21,Drama,24,3,63
391,19,Romance,95,6,63
392,36,Kids,83,1,68
393,48,Horror,102,3,46
394,37,Romance,92,6,70
395,47,Comedy,89,7,46
396,48,Horror,113,5,68
397,35,Kids,105,4,75
398,35,Sci-Fi,35,2,75
399,59,Romance,86,3,88
400,28,Horror,89,5,40
401,38,Drama,10,3,90
402,57,Horror,12,7,44
403,37,Sci-Fi,23,5,90
404,31,Horror,119,1,87
405,27,Sci-Fi,33,2,61
406,34,Action,20,5,84
407,28,Drama,32,5,79
408,43,Sci-Fi,74,7,43
409,24,Action,70,2,52
410,57,Sci-Fi,56,7,57
411,41,Action,70,6,74
412,21,Horror,6,7,47
413,36,Horror,87,3,93
414,43,Action,101,3,98
415,21,Documentary,16,7,51
416,39,Romance,85,5,64
417,34,Drama,77,6,49
418,18,Comedy,30,3,52
419,43,Kids,53,1,69
420,55,Documentary,18,5,78
421,37,Horror,22,6,80
422,29,Action,32,7,80
423,53,Comedy,56,2,64
424,35,Horror,119,3,100
425,18,Action,11,7,70
426,50,Romance,61,7,64
427,35,Drama,59,5,48
428,38,Romance,52,1,71
429,58,Comedy,95,7,75
430,60,Kids,91,7,82
431,31,Romance,81,3,42
432,27,Horror,92,3,86
433,30,Sci-Fi,56,7,72
434,43,Horror,95,1,66
435,37,Horror,6,6,81
436,26,Drama,31,5,99
437,18,Documentary,87,3,96
438,44,Horror,97,6,82
439,47,Drama,20,6,98
440,26,Action,58,3,76
441,34,Horror,84,5,69
442,24,Romance,56,1,69
443,50,Documentary,77,7,74
444,52,Drama,25,5,86
445,54,Romance,116,4,47
446,45,Romance,18,1,46
447,43,Kids,119,1,90
448,56,Action,6,1,100
449,58,Horror,6,1,48
450,40,Horror,48,3,65
451,26,Kids,25,6,98
452,57,Documentary,82,3,53
453,26,Comedy,41,1,94
454,23,Romance,58,5,53
455,50,Action,113,4,74
456,21,Kids,71,7,52
457,51,Romance,66,5,41
458,39,Documentary,92,1,93
459,42,Kids,102,5,45
460,32,Action,25,7,65
461,59,Sci-Fi,119,6,42
462,53,Documentary,40,2,88
463,50,Drama,13,6,75
464,44,Documentary,6,6,85
465,47,Action,78,4,51
466,49,Drama,50,3,84
467,23,Documentary,87,7,43
468,43,Comedy,102,4,68
469,53,Romance,29,6,55
470,43,Comedy,62,2,94
471,53,Sci-Fi,93,5,43
472,53,Kids,71,1,51
473,60,Drama,20,3,75
474,22,Action,70,6,74
475,38,Comedy,105,6,84
476,23,Kids,75,3,95
477,34,Kids,56,6,76
478,30,Romance,50,4,58
479,37,Sci-Fi,108,6,70
480,52,Action,110,4,81
481,33,Kids,54,5,88
482,36,Sci-Fi,36,7,75
483,51,Kids,68,5,91
484,35,Action,60,4,46
485,38,Horror,111,4,93
486,48,Comedy,30,7,76
487,54,Romance,73,4,88
488,38,Comedy,111,1,92
489,43,Documentary,13,7,98
490,18,Documentary,11,3,61
491,18,Kids,107,2,86
492,52,Kids,60,4,56
493,31,Horror,21,6,90
494,38,Action,100,5,75
495,59,Romance,78,4,47
496,28,Action,117,2,44
497,38,Drama,27,1,75
498,47,Horror,81,3,51
499,23,Action,21,3,78
500,26,Drama,111,5,53
501,34,Horror,5,3,59
502,18,Documentary,103,2,97
503,44,Kids,104,1,76
504,18,Kids,55,2,56
505,27,Documentary,17,5,94
506,22,Comedy,69,5,51
507,47,Sci-Fi,43,7,87
508,54,Documentary,93,5,43
509,24,Comedy,118,6,87
510,22,Romance,113,2,55
511,38,Comedy,26,3,56
512,35,Sci-Fi,44,5,47
513,50,Sci-Fi,88,7,58
514,38,Sci-Fi,111,5,93
515,53,Comedy,32,7,68
516,40,Comedy,90,6,93
517,27,Horror,107,7,66
518,28,Horror,109,1,95
519,45,Sci-Fi,106,3,83
520,43,Romance,78,3,60
521,44,Kids,88,6,89
522,48,Action,30,5,40
523,45,Documentary,99,2,40
524,56,Romance,65,1,40
525,40,Documentary,53,2,42
526,48,Action,108,2,88
527,25,Sci-Fi,31,5,99
528,46,Comedy,101,4,91
529,40,Comedy,56,6,69
530,59,Horror,86,4,53
531,26,Comedy,85,4,40
532,22,Kids,113,1,84
533,32,Kids,21,3,62
534,20,Sci-Fi,51,5,86
535,55,Comedy,66,5,73
536,33,Horror,99,3,47
537,58,Romance,73,1,60
538,54,Kids,5,3,91
539,37,Sci-Fi,20,5,68
540,18,Action,15,6,54
541,28,Kids,40,2,58
542,59,Romance,49,6,87
543,20,Horror,8,6,76
544,58,Horror,41,5,97
545,30,Romance,44,5,98
546,54,Documentary,11,3,44
547,38,Horror,78,6,78
548,43,Romance,7,5,87
549,28,Documentary,70,1,86
550,31,Sci-Fi,62,6,83
551,43,Horror,71,3,78
552,42,Drama,20,2,89
553,55,Documentary,49,6,43
554,57,Sci-Fi,91,2,69
555,54,Horror,68,2,57
556,37,Action,91,5,84
557,19,Sci-Fi,7,1,79
558,22,Kids,79,7,42
559,59,Romance,71,7,68
560,27,Sci-Fi,29,3,100
561,26,Comedy,114,6,78
562,23,Comedy,80,5,58
563,47,Comedy,99,1,54
564,51,Action,30,1,61
565,58,Documentary,10,7,76
566,35,Horror,13,4,75
567,56,Kids,18,3,42
568,36,Kids,65,4,60
569,51,Drama,22,5,99
570,32,Sci-Fi,46,4,48
571,53,Horror,118,3,94
572,55,Documentary,34,3,62
573,59,Documentary,110,5,50
574,51,Drama,102,4,55
575,56,Drama,33,3,49
576,41,Romance,73,6,93
577,57,Romance,17,3,62
578,48,Romance,17,1,66
579,28,Kids,46,5,40
580,59,Drama,54,3,92
581,19,Drama,33,4,40
582,46,Documentary,81,1,70
583,27,Comedy,99,3,58
584,24,Comedy,54,1,94
585,19,Sci-Fi,8,4,70
586,47,Action,39,7,78
587,25,Drama,100,1,40
588,20,Drama,43,4,74
589,60,Kids,102,7,87
590,56,Comedy,19,1,63
591,41,Kids,70,6,79
592,27,Action,17,1,79
593,21,Kids,10,2,95
594,47,Romance,103,5,69
595,49,Kids,11,4,42
596,45,Romance,112,2,55
597,40,Documentary,9,3,80
598,39,Action,119,5,53
599,55,Drama,47,3,78
600,43,Romance,48,1,91
601,32,Kids,53,3,81
602,18,Kids,94,3,43
603,24,Action,78,5,56
604,18,Romance,7,3,82
605,30,Documentary,12,2,40
606,35,Comedy,59,4,46
607,28,Comedy,111,5,84
608,31,Romance,108,1,61
609,33,Horror,113,7,93
610,25,Kids,66,4,68
611,26,Documentary,24,1,77
612,34,Horror,30,2,74
613,35,Comedy,86,7,77
614,37,Kids,19,7,52
615,56,Horror,47,6,47
616,34,Documentary,54,1,79
617,34,Documentary,75,5,58
618,51,Horror,54,5,51
619,42,Drama,88,4,70
620,53,Sci-Fi,18,1,68
621,35,Kids,9,5,76
622,58,Horror,47,3,65
623,45,Horror,78,1,100
624,55,Comedy,29,2,98
625,27,Horror,92,6,93
626,45,Action,36,3,51
627,37,Horror,58,3,49
628,20,Comedy,107,3,92
629,50,Sci-Fi,59,2,64
630,44,Kids,73,5,54
631,53,Sci-Fi,46,7,46
632,23,Drama,36,2,81
633,46,Action,110,6,75
634,35,Drama,77,4,47
635,33,Romance,12,1,73
636,55,Action,78,2,43
637,48,Comedy,63,5,88
638,58,Documentary,115,6,91
639,57,Sci-Fi,18,7,86
640,48,Documentary,90,4,90
641,41,Documentary,61,2,76
642,46,Kids,106,6,95
643,41,Drama,5,7,100
644,19,Kids,104,6,81
645,32,Sci-Fi,16,6,82
646,41,Action,90,1,94
647,29,Drama,10,5,85
648,21,Drama,86,6,86
649,45,Sci-Fi,102,6,100
650,23,Drama,55,1,78
651,47,Action,38,5,81
652,51,Horror,98,3,95
653,57,Action,120,1,49
654,18,Romance,106,3,92
655,29,Romance,20,3,41
656,39,Action,8,2,78
657,36,Action,65,6,43
658,22,Documentary,67,1,94
659,40,Sci-Fi,38,7,99
660,39,Sci-Fi,45,1,87
661,60,Kids,30,7,100
662,43,Romance,64,4,95
663,18,Drama,7,3,56
664,47,Romance,27,4,90
665,19,Comedy,116,7,74
666,32,Comedy,91,7,79
667,43,Kids,63,1,71
668,49,Documentary,112,6,73
669,49,Sci-Fi,61,2,46
670,29,Documentary,113,5,82
671,58,Horror,104,4,83
672,21,Documentary,98,1,45
673,23,Comedy,94,6,70
674,36,Comedy,98,2,93
675,27,Comedy,84,5,57
676,33,Documentary,57,4,59
677,60,Horror,12,5,93
678,38,Romance,84,4,49
679,54,Sci-Fi,33,2,41
680,52,Documentary,40,1,66
681,49,Kids,51,1,50
682,36,Comedy,84,7,40
683,20,Comedy,36,7,71
684,46,Action,103,2,47
685,34,Horror,94,6,58
686,28,Documentary,96,5,47
687,19,Comedy,114,6,76
688,24,Documentary,87,6,75
689,31,Romance,105,3,66
690,51,Action,67,7,80
691,37,Horror,93,4,51
692,51,Documentary,57,2,52
693,41,Kids,76,5,87
694,22,Romance,106,5,43
695,42,Documentary,10,6,93
696,50,Documentary,53,6,91
697,33,Documentary,94,2,48
698,37,Comedy,24,1,44
699,35,Documentary,46,5,93
700,28,Kids,62,7,85
701,55,Sci-Fi,25,6,66
702,27,Action,114,3,78
703,37,Comedy,32,5,60
704,39,Documentary,71,6,94
705,54,Documentary,111,1,49
706,24,Kids,115,4,80
707,54,Comedy,51,4,87
708,29,Horror,33,2,41
709,25,Drama,81,1,82
710,44,Sci-Fi,52,1,91
711,41,Horror,29,2,99
712,49,Sci-Fi,75,6,91
713,33,Drama,86,5,72
714,44,Sci-Fi,44,3,55
715,48,Documentary,71,7,50
716,45,Action,44,5,98
717,18,Romance,100,6,70
718,41,Comedy,8,3,49
719,19,Horror,8,6,86
720,27,Kids,82,5,97
721,48,Sci-Fi,74,7,94
722,27,Drama,28,3,76
723,24,Romance,103,6,42
724,19,Comedy,10,1,99
725,38,Comedy,55,4,40
726,44,Comedy,43,1,85
727,35,Documentary,74,4,58
728,36,Kids,61,4,95
729,31,Kids,33,3,59
730,52,Action,21,6,97
731,40,Sci-Fi,68,3,70
732,56,Comedy,21,3,42
733,41,Drama,34,5,46
734,27,Drama,93,5,75
735,35,Kids,8,5,70
736,55,Kids,72,7,69
737,47,Romance,101,1,43
738,18,Horror,34,4,75
739,56,Drama,8,7,67
740,18,Sci-Fi,30,6,91
741,59,Comedy,41,6,45
742,18,Comedy,78,7,46
743,56,Action,114,7,84
744,37,Romance,8,5,43
745,30,Horror,14,7,57
746,28,Comedy,57,3,75
747,49,Romance,105,4,54
748,59,Action,52,2,41
749,41,Action,95,6,80
750,21,Comedy,63,5,79
751,24,Action,35,7,64
752,20,Sci-Fi,68,6,93
753,45,Sci-Fi,30,3,58
754,36,Comedy,57,6,56
755,57,Documentary,114,2,77
756,39,Kids,9,2,90
757,26,Action,73,6,93
758,45,Kids,27,4,49
759,22,Documentary,8,1,98
760,36,Kids,76,2,91
761,31,Kids,89,5,55
762,35,Horror,99,7,85
763,37,Drama,117,6,73
764,26,Romance,79,3,82
765,22,Horror,83,7,62
766,39,Horror,70,4,43
767,36,Action,19,5,77
768,33,Drama,65,4,45
769,58,Sci-Fi,41,3,70
770,45,Action,100,2,77
771,47,Romance,73,4,92
772,46,Comedy,114,7,60
773,24,Romance,106,3,52
774,27,Romance,11,5,94
775,35,Sci-Fi,23,2,50
776,21,Romance,112,3,72
777,37,Comedy,59,6,65
778,35,Drama,108,4,53
779,26,Drama,48,5,100
780,50,Drama,76,2,84
781,30,Horror,41,1,83
782,32,Sci-Fi,77,3,45
783,33,Documentary,108,4,78
784,54,Comedy,118,4,84
785,19,Romance,89,2,100
786,18,Kids,92,1,87
787,43,Kids,62,1,66
788,47,Romance,48,5,59
789,60,Romance,71,2,73
790,51,Horror,32,1,41
791,59,Drama,45,1,78
792,23,Action,51,3,44
793,45,Romance,68,2,84
794,60,Comedy,62,3,63
795,28,Documentary,77,4,82
796,24,Documentary,94,5,53
797,44,Romance,114,7,74
798,26,Kids,9,5,63
799,42,Comedy,54,5,73
800,18,Romance,34,3,98
801,23,Horror,119,5,58
802,33,Action,36,3,40
803,57,Documentary,22,4,41
804,55,Horror,75,7,53
805,28,Action,116,4,93
806,59,Kids,96,5,40
807,36,Documentary,112,6,72
808,30,Horror,24,2,68
809,47,Comedy,114,7,86
810,56,Documentary,35,2,59
811,25,Documentary,47,2,41
812,23,Comedy,30,5,73
813,52,Action,61,3,75
814,51,Romance,104,5,59
815,35,Documentary,26,6,86
816,59,Horror,49,5,70
817,22,Sci-Fi,20,5,66
818,32,Romance,15,3,55
819,42,Action,119,6,66
820,59,Comedy,66,6,71
821,35,Action,69,1,87
822,49,Action,16,5,80
823,40,Documentary,79,4,71
824,58,Horror,17,7,41
825,24,Romance,19,5,81
826,51,Drama,50,2,50
827,21,Horror,104,6,84
828,60,Sci-Fi,38,2,47
829,58,Comedy,62,7,96
830,20,Horror,109,5,63
831,52,Sci-Fi,85,3,76
832,28,Drama,82,2,62
833,55,Drama,91,4,51
834,59,Kids,106,6,99
835,31,Comedy,110,5,85
836,53,Horror,108,1,50
837,35,Drama,25,5,88
838,19,Documentary,104,1,85
839,20,Horror,79,5,98
840,41,Horror,89,5,97
841,19,Drama,90,5,83
842,28,Kids,62,3,83
843,47,Horror,18,5,41
844,26,Documentary,76,4,50
845,54,Horror,109,4,71
846,58,Action,73,4,96
847,53,Documentary,31,3,84
848,24,Documentary,48,6,68
849,36,Action,108,7,89
850,51,Romance,5,2,49
851,49,Horror,23,1,78
852,38,Horror,12,5,46
853,39,Drama,12,3,76
854,35,Horror,120,4,41
855,43,Kids,83,5,56
856,25,Comedy,25,7,51
857,58,Sci-Fi,112,7,96
858,29,Drama,56,2,68
859,57,Sci-Fi,20,1,43
860,22,Horror,105,4,87
861,43,Drama,70,1,73
862,37,Romance,18,4,50
863,29,Kids,78,5,57
864,55,Romance,110,4,92
865,42,Action,91,2,42
866,32,Drama,93,1,92
867,46,Drama,93,3,66
868,40,Drama,19,6,62
869,31,Sci-Fi,47,7,60
870,44,Romance,61,2,51
871,44,Horror,109,5,45
872,32,Kids,17,4,51
873,34,Comedy,86,3,61
874,39,Sci-Fi,63,5,43
875,53,Horror,95,2,42
876,57,Kids,60,7,54
877,49,Comedy,36,3,60
878,24,Kids,45,2,99
879,46,Horror,92,6,54
880,34,Romance,59,7,71
881,50,Kids,60,7,89
882,56,Kids,95,4,59
883,35,Romance,89,3,46
884,43,Documentary,81,4,95
885,46,Drama,38,5,48
886,31,Romance,30,2,62
887,18,Sci-Fi,28,3,91
888,57,Documentary,49,1,59
889,21,Sci-Fi,49,1,63
890,20,Comedy,25,7,93
891,19,Comedy,26,3,53
892,29,Drama,115,2,68
893,25,Sci-Fi,75,6,43
894,36,Horror,69,5,76
895,53,Kids,19,5,57
896,59,Horror,63,4,71
897,21,Documentary,73,7,49
898,60,Drama,23,3,82
899,30,Comedy,20,6,45
900,60,Drama,59,6,53
901,43,Documentary,52,5,75
902,50,Documentary,12,2,91
903,51,Sci-Fi,63,6,62
904,35,Horror,44,3,75
905,24,Romance,67,4,65
906,48,Romance,113,5,97
907,32,Sci-Fi,13,2,43
908,60,Drama,26,5,51
909,35,Romance,63,1,87
910,51,Comedy,49,6,86
911,47,Documentary,95,2,54
912,29,Documentary,33,1,55
913,32,Drama,64,7,62
914,30,Documentary,117,3,42
915,45,Kids,56,7,87
916,22,Romance,67,6,62
917,46,Comedy,118,2,57
918,50,Documentary,119,3,53
919,53,Romance,42,4,76
920,46,Comedy,92,1,71
921,25,Sci-Fi,64,2,96
922,58,Romance,57,3,77
923,54,Comedy,39,4,63
924,38,Comedy,52,5,62
925,27,Drama,95,1,50
926,44,Documentary,108,6,65
927,51,Kids,16,7,86
928,19,Comedy,63,7,84
929,45,Horror,103,1,79
930,20,Horror,29,1,78
931,40,Horror,5,3,62
932,38,Drama,5,3,83
933,25,Romance,73,2,51
934,23,Documentary,106,4,51
935,29,Romance,62,7,66
936,25,Horror,51,2,45
937,38,Action,23,4,50
938,24,Romance,75,5,46
939,39,Documentary,61,5,94
940,39,Romance,63,5,50
941,55,Horror,111,5,85
942,30,Comedy,94,7,56
943,24,Romance,44,7,42
944,24,Romance,5,3,72
945,26,Sci-Fi,19,4,91
946,24,Action,26,1,63
947,54,Kids,65,5,78
948,32,Drama,39,4,93
949,38,Comedy,88,7,83
950,32,Action,7,7,41
951,46,Sci-Fi,101,5,71
952,32,Kids,24,3,85
953,51,Horror,90,6,86
954,19,Drama,71,7,64
